"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sppb_gait1,sppb,"2. Gait Speed Test

<i>Now I am going to observe how you normally walk. If you use a cane or other walking aid and you feel you need it to walk a short distance, then you may use it.",descriptive,"<B>A. First Gait Speed Test </B>

<I>This is our walking course. I want you to walk to the other end of the course at your usual speed, just as if you were walking down the street to go to the store. </I>

<font color=""red"">(Demonstrate) </font>  the walk for the participant.

<I>Walk all the way past the other end of the tape before you stop. I will walk with you. Do you feel this would be safe? </I>

Have the participant stand with both feet touching the starting line.

<i>When I want you to start, I will say: ""Ready, begin.""</i> <font color=""red"">When the participant acknowledges this instruction say: </font><I>""Ready, begin."" </I>

Press the start/stop button to start the stopwatch as the participant begins walking. Walk behind and to the side of the participant. Stop timing when one of the participant's feet is completely across the end line.",,,,,,,,,,,,,
sppb_gait1_aids,sppb,,radio,"Aids for first walk","0, None | 1, Cane | 2, Other",,,,,,,,,,,,
sppsb_gait1_time,sppb,,text,"Time for 4 meters",,"Secconds (SS.ss)",number,,,,,,,,,,
sppb_gait1_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why:","0, 1. Tried but unable | 1, 2. Participant could not walk unassisted | 2, 3. Not attempted, you felt unsafe | 3, 4. Not attempted, participant felt unsafe | 4, 5. Participant unable to understand instructions | 5, 6. Other (Specify) | 6, 7. Participant refused",,,,,,,,,,,,
sppb_gait1_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_gait1_fail] = '5'",,,,,,
sppb_gait2,sppb,,descriptive,"<B>B. Second Gait Speed Test </B>

<i>Now I want you to repeat the walk. Remember to walk at your usual pace, and go all the way past the other end of the course. </I>

Have the participant stand with both feet touching the starting line.

<I>When I want you to start, I will say: ""Ready, begin."" </I><font color=""red""> When the participant acknowledges this instruction say: </font><I>""Ready, begin."" </I>

Press the start/stop button to start the stopwatch as the participant begins walking. Walk behind and to the side of the participant.

Stop timing when one of the participant's feet is completely across the end line.",,,,,,,,,,,,,
sppb_gait2_aids,sppb,,radio,"Aids for first walk","0, None | 1, Cane | 2, Other",,,,,,,,,,,,
sppb_gait2_time,sppb,,text,"Time for 4 meters",,"Secconds (SS.ss)",number,,,,,,,,,,
sppb_gait2_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why:","0, 1. Tried but unable | 1, 2. Participant could not walk unassisted | 2, 3. Not attempted, you felt unsafe | 3, 4. Not attempted, participant felt unsafe | 4, 5. Participant unable to understand instructions | 5, 6. Other (Specify) | 6, 7. Participant refused",,,,,,,,,,,,
sppb_gait2_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_gait2_fail] = '5'",,,,,,
sppb_gait_time,sppb,,text,"What is the time for the faster of the two walks?

Record the shorter of the two times: ",,"Seconds (SS.ss)",,,,,,,,,,,
sppb_gait_pain,sppb,,text,"<I>Please rate your pain that you experienced during the walking test in your  <u>[v1_baseline_arm_1][index_knee]</u> knee on a scale from 0-100 </I>

Walking Pain Rating:",,"0 to 100",integer,0,100,,,,,,,,
spps_gait_notes,sppb,,notes,Comments,,,,,,,,,,,,,
tug_info,timed_up_and_go_test_tug,,descriptive,"<div class=""rich-text-field-label""><p>General Information: <span style=""font-weight: normal;"">The patient should sit on a standard armchair, placing his/her back against the chair and resting his/her arms comfortably on his/her lap or at his/her sides. Any assistive device used for walking should be nearby. Regular footwear and customary walking aids should be used. The patient should walk to a line that is 3 meters (9.8 feet) away, turn around at the line, walk back to the chair, and sit down. The test ends when the patient's buttocks touch the seat. A stopwatch should be used to time the test (in seconds).</span></p> <p>Set-up: <br><span style=""font-weight: normal;"">• Measure and mark a 3-meter (9.8 feet) walkway.</span><br><span style=""font-weight: normal;"">• Place a standard height chair (seat height 46cm, arm height 67cm) at the beginning of the walkway.</span></p></div>",,,,,,,,,,,,,
tug_begin,timed_up_and_go_test_tug,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;""><em>First, I want you to sit on this chair and place your back against the chair. Then, I want you to stand up from this chair. You may use the arms of the chair to stand up or sit down. Once you are up, you may take any path you like, but I want you to move as QUICKLY as you feel safe and comfortable until you pass this piece of tape with both feet. Then, I want you to turn around and walk back to the chair and sit down. I will be timing you using this stopwatch and will stop the clock when your back touches the back of the chair. </em></span></p> <p><em><span style=""font-weight: normal;"">When the participant has his/her feet together ask:</span> <span style=""color: #e03e2d;"">Are you ready? </span></em><br><br><em><span style=""color: #e03e2d;"">Begin</span>. </em>(Begin timing).</p></div>",,,,,,,,,,,,,
tug_test,timed_up_and_go_test_tug,,text,"<div class=""rich-text-field-label""><p>Time for the TUG Test <br><br><span style=""font-weight: normal;"">Time for 3 meters: ___: ___ seconds</span></p></div>",,,,,,,,,,,,,
tug_scoring,timed_up_and_go_test_tug,,checkbox,"<div class=""rich-text-field-label""><p>Scoring of TUG Test</p></div>","1, Normal if time ≤ 10 seconds | 2, Good mobility; can go out alone; mobile without gait aid if time ≤ 20 seconds | 3, Problems; cannot go outside alone; requires gait aid if time ≤ 30 seconds | 4, High risk for falls if time ≥ 14 seconds",,,,,,,,,,,,
tug_pain,timed_up_and_go_test_tug,,text,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Please rate the overall knee or hip pain you experienced during that task on a scale from 0-100, where 0=no pain and 100=the most intense pain imaginable:</span></p> <p><span style=""color: #000000;""><strong style=""mso-bidi-font-weight: normal;"">Pain Rating TUG Test (0-100): __________</strong></span></p> <p> </p></div>",,,,,,,,,,,,,
trigger_icf_video,survey_triggers,,yesno,"Send ICF Video",,,,,,,,,,,,,
ema_test_text,survey_triggers,,yesno,"Send Test Text Message",,,,,,,,,,,,,
ema_chain_baseline,survey_triggers,,yesno,"Send V1 EMA Chain",,,,,,,,,,,,,
trigger_v2,survey_triggers,,yesno,"Send V2 At Home Questionnaires",,,,,,,,,,,,,
ema_chain_4wk,survey_triggers,,yesno,"Send V2 EMA Chain",,,,,,,,,,,,,
trigger_v3,survey_triggers,,yesno,"Send V3 Questionnaires",,,,,,,,,,,,,
trigger_v4,survey_triggers,,yesno,"Send V4 Questionnaires",,,,,,,,,,,,,
trigger_v5,survey_triggers,,yesno,"Send V5 Questionnaires",,,,,,,,,,,,,
ema_chain_9mo,survey_triggers,,yesno,"Send V5 EMA Chain",,,,,,,,,,,,,
ema_test,ema_test,,checkbox,"Please check the box below to indicate that you received this test text message. ","1, Text message received",,,,,,,,,,,,
ema_pain,ema_questionnaire,,slider,"Please rate your current knee or hip pain on a scale from 0 (no pain) to 100 (most intense pain imaginable).","0 No Pain |  | 100 Most Intense Pain Imaginable",,number,,,,,,RH,,,,
ema_mood,ema_questionnaire,,slider,"<div class=""rich-text-field-label""><p>Please rate your mood where <span style=""text-decoration: underline;"">-100 is most negative mood</span>, <span style=""text-decoration: underline;"">0 is neutral</span>, and <span style=""text-decoration: underline;"">+100 is the most positive mood</span>.</p></div>","-100 Most Negative Mood | 0 Neutral Mood | +100 Most Positive Mood",,number,-100,,,,,RH,,,,
label_5,subject_reimbursement_form,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.013%; height: 361.443px;"" border=""1""><colgroup><col style=""width: 25.063%;""><col style=""width: 25.063%;""><col style=""width: 12.459%;""><col style=""width: 12.459%;""><col style=""width: 25.063%;""></colgroup> <tbody> <tr style=""height: 58.7955px;""> <td style=""width: 109.15pt; border: 1pt solid black; background: #d9d9d9; padding: 1.8pt 4.4pt 0in 6.15pt;"" width=""146""> <p style=""text-align: center; margin: 0in 1.25pt 0in 0in;""><strong style=""mso-bidi-font-weight: normal;"">Visit </strong></p> </td> <td style=""width: 108.9pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-image: initial; border-left: none; background: #d9d9d9; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" valign=""top"" width=""145""> <p style=""text-align: center; margin: 0in 1.45pt 0in 0in;""><strong style=""mso-bidi-font-weight: normal;"">Comp per </strong></p> <p style=""text-align: center; margin: 0in 1.6pt 0in 0in;""><strong style=""mso-bidi-font-weight: normal;"">Visit </strong></p> </td> <td style=""width: 54.45pt; border: 1pt solid black; background: #d9d9d9; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;""> <p style=""margin-bottom: 0in; text-align: center;""><strong style=""mso-bidi-font-weight: normal;"">Card Loaded in RPP</strong></p> </td> <td style=""width: 54.45pt; border: 1pt solid black; background: #d9d9d9; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" valign=""top"" width=""145""> <p style=""margin-bottom: 0in; text-align: center;""><strong style=""mso-bidi-font-weight: normal;"">Federal Mileage Amount ($)</strong></p> </td> <td style=""width: 109.35pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-image: initial; border-left: none; background: #d9d9d9; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" valign=""top"" width=""146""> <p style=""text-align: center; margin: 0in 1.65pt 0in 0in;""><strong style=""mso-bidi-font-weight: normal;"">Total </strong></p> <p style=""text-align: center; margin: 0in 2.05pt 0in 0in;""><strong style=""mso-bidi-font-weight: normal;"">Amount </strong></p> </td> </tr> <tr style=""height: 32.125px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 3.5pt 0in 0in;"">Baseline</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" valign=""top"" width=""145""> <p style=""text-align: center; margin: 0in 1.1pt 0in 0in;"">$100</p> </td> <td style=""text-align: center;"">{comp_baseline}</td> <td style=""text-align: center;"">{comp_baseline_mileage}</td> <td style=""text-align: center;"">{comp_baseline_total}</td> </tr> <tr style=""height: 53px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 4.05pt 0in 2.8pt;"">Visit 2 (4 Weeks Post-op)</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" width=""145""> <p style=""text-align: center; margin: 0in 1.35pt 0in 0in;"">$100</p> </td> <td style=""text-align: center;"">{comp_v2}</td> <td style=""text-align: center;"">{comp_v2_mileage}</td> <td style=""text-align: center;"">{comp_v2_total}</td> </tr> <tr style=""height: 53.8636px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 6.15pt 0in 1.55pt;"">Visit 3 (3 Months Post)</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" width=""145""> <p style=""text-align: center; margin: 0in 1.1pt 0in 0in;"">$25.00</p> </td> <td style=""text-align: center;"">{comp_v3}</td> <td style=""text-align: center;"">{comp_v3_mileage}</td> <td style=""text-align: center;"">{comp_v3_total}</td> </tr> <tr style=""height: 52.0568px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 5.5pt 0in 4.15pt;"">Visit 4 (6 Months Post)</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" width=""145""> <p style=""text-align: center; margin: 0in 1.35pt 0in 0in;"">$25.00</p> </td> <td style=""text-align: center;"">{comp_v4}</td> <td style=""text-align: center;"">{comp_v4_mileage}</td> <td style=""text-align: center;"">{comp_v4_total}</td> </tr> <tr style=""height: 53.8636px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 7.85pt 0in 0in;"">Visit 5 (9 Months Post)</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" width=""145""> <p style=""text-align: center; margin: 0in 1.1pt 0in 0in;"">$100</p> </td> <td style=""text-align: center;"">{comp_v5}</td> <td style=""text-align: center;"">{comp_v5_mileage}</td> <td style=""text-align: center;"">{comp_v5_total}</td> </tr> <tr style=""height: 57.7386px;""> <td style=""width: 109.15pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-image: initial; border-top: none; padding: 1.8pt 4.4pt 0in 6.15pt;"" valign=""top"" width=""146""> <p style=""margin: 0in 7.85pt 0in 0in;"">Bonus (after you complete all study visits)</p> </td> <td style=""width: 108.9pt; border-top: none; border-left: none; border-bottom: 1pt solid black; border-right: 1pt solid black; padding: 1.8pt 4.4pt 0in 6.15pt; text-align: center;"" width=""145""> <p style=""text-align: center; margin: 0in 1.1pt 0in 0in;"">$50</p> </td> <td style=""text-align: center;"">{comp_bonus}</td> <td style=""text-align: center;""> </td> <td style=""text-align: center;""> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
comp_receipt,subject_reimbursement_form,,file,"Attach Signed Receipt",,,,,,,,,,,,,
comp_baseline,subject_reimbursement_form,,checkbox,"Baseline Compensation ($100) Distributed?","100,",,,,,,,,,,,,
comp_baseline_mileage,subject_reimbursement_form,,text,"Baseline Mileage ($)",,,number_2dp,0,300,,,,,,,,
comp_v2,subject_reimbursement_form,,checkbox,"V2 Compensation ($100) Distributed?","100,",,,,,,,,,,,,
comp_v2_mileage,subject_reimbursement_form,,text,"V2 Mileage ($)",,,number_2dp,0,300,,,,,,,,
comp_v3,subject_reimbursement_form,,checkbox,"V3 Compensation ($25) Distributed?","25,",,,,,,,,,,,,
